"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"731","RD035",2012-10-05,"2012",1899-12-31 08:20:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,NA,NA,0.07,33,21,54,11.9
"732","RD035",2013-01-18,"2013",1899-12-31 08:20:00,-19.49,-42.49,0.1,NA,0.0546,4,0.005,0.004,NA,NA,0.04,NA,NA,0.1525,NA,2.2,0.153,NA,0.00566,NA,1.733,3.36,NA,52.1,NA,NA,0.08,42,72,114,56.3
"733","RD035",2013-04-12,"2013",1899-12-31 08:20:00,-19.49,-42.49,NA,NA,NA,NA,0.00941,0.004,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,NA,NA,0.16,77,230,307,382
"734","RD035",2013-06-18,"2013",1899-12-31 15:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,NA,NA,0.03,46,16,62,19.9
"735","RD035",2013-07-12,"2013",1899-12-31 08:20:00,-19.49,-42.49,0.1,NA,0.0232,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.23,NA,1.3,0.152,NA,0.004,NA,1.45,4.02,NA,51.9,NA,NA,0.02,44,2,46,15.2
"736","RD035",2013-08-27,"2013",1899-12-31 13:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9,NA,NA,0.02,44,3,47,10.8
"737","RD035",2013-09-17,"2013",1899-12-31 13:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,NA,NA,0.02,34,11,45,12.5
"738","RD035",2013-10-04,"2013",1899-12-31 08:20:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,0.02,42,28,70,7.14
"739","RD035",2013-11-12,"2013",1899-12-31 13:20:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,NA,NA,0.07,61,35,96,37.6
"740","RD035",2013-12-03,"2013",1899-12-31 12:50:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,NA,NA,0.07,56,107,163,114
"741","RD035",2014-01-17,"2014",1899-12-31 08:20:00,-19.49,-42.49,0.1,NA,0.0265,4.6,0.005,0.004,NA,NA,0.04,NA,NA,0.0903,NA,1.8,0.0896,NA,0.004,NA,1.878,4.5,NA,66.5,NA,NA,0.03,35,54,89,23.2
"742","RD035",2014-02-25,"2014",1899-12-31 15:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6,NA,NA,0.04,55,18,73,18.4
"743","RD035",2014-03-25,"2014",1899-12-31 13:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,0.05,57,70,127,48.9
"744","RD035",2014-04-04,"2014",1899-12-31 08:00:00,-19.49,-42.49,NA,NA,NA,NA,0.01485,0.004,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,0.07,47,178,225,74.6
"745","RD035",2014-05-20,"2014",1899-12-31 13:45:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,NA,NA,0.04,46,42,88,4.98
"746","RD035",2014-06-10,"2014",1899-12-31 14:10:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,NA,NA,0.03,40,18,58,4.92
"747","RD035",2014-07-11,"2014",1899-12-31 08:20:00,-19.49,-42.49,0.1,NA,0.0233,3.3,0.00709,0.004,NA,NA,0.04,NA,NA,0.0948,NA,1.9,0.0716,NA,0.004,NA,1.671,5.16,NA,63.2,NA,NA,0.02,39,12,51,3.91
"748","RD035",2014-08-26,"2014",1899-12-31 13:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,NA,NA,0.02,40,12,52,2.56
"749","RD035",2014-09-23,"2014",1899-12-31 14:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2,NA,NA,0.03,38,14,52,2.86
"750","RD035",2014-10-03,"2014",1899-12-31 08:20:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.0599,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,NA,NA,0.02,28,35,63,4.42
"751","RD035",2014-11-18,"2014",1899-12-31 13:15:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,NA,NA,0.06,67,77,144,54
"752","RD035",2014-12-09,"2014",1899-12-31 12:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,NA,NA,0.12,79,99,178,84.7
"753","RD035",2015-01-16,"2015",1899-12-31 08:30:00,-19.49,-42.49,0.169,NA,0.0256,5.8,0.005,0.004,NA,NA,0.04,NA,NA,0.202,NA,1.8,0.0557,NA,0.004,NA,2.395,6.24,NA,81,NA,NA,0.03,32,40,72,8.11
"754","RD035",2015-02-24,"2015",1899-12-31 13:20:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,NA,NA,0.04,66,45,111,24.8
"755","RD035",2015-03-24,"2015",1899-12-31 14:10:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,NA,NA,0.09,43,62,105,48.8
"756","RD035",2015-04-10,"2015",1899-12-31 10:15:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,NA,NA,0.05,45,21,66,19.4
"757","RD035",2015-05-26,"2015",1899-12-31 13:15:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,NA,NA,0.06,76,14,90,6.26
"758","RD035",2015-06-23,"2015",1899-12-31 13:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,0.05,58,20,78,7.73
"759","RD035",2015-07-10,"2015",1899-12-31 08:30:00,-19.49,-42.49,0.1,NA,0.0231,5.4,0.005,0.004,NA,NA,0.04,NA,NA,0.062,NA,0.6,0.0443,NA,0.004,NA,1.729,5.62,NA,70.6,NA,NA,0.04,61,17,78,7.56
"760","RD035",2015-08-25,"2015",1899-12-31 15:00:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,NA,NA,0.14,64,12,76,3.9
"761","RD035",2015-09-22,"2015",1899-12-31 13:40:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,NA,NA,0.08,69,7,76,16
"762","RD035",2015-10-09,"2015",1899-12-31 08:20:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,NA,NA,0.05,46,13,59,2.76
"763","RD035",2015-12-08,"2015",1899-12-31 07:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,NA,NA,0.03,210,2110,2320,7470
"764","RD035",2016-01-15,"2016",1899-12-31 10:35:00,-19.49,-42.49,0.158,NA,0.0578,5,0.01,0.004,NA,NA,0.04,NA,NA,0.1919,NA,2.8,0.65,NA,0.00569,NA,2.309,4.33,NA,69.6,NA,NA,0.02,98,776,874,2682
"765","RD035",2016-03-15,"2016",1899-12-31 13:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,NA,NA,0.03,60,128,188,438
"766","RD035",2016-04-08,"2016",1899-12-31 09:50:00,-19.49,-42.49,NA,NA,NA,NA,0.005,0.004,NA,NA,NA,NA,NA,0.1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7,NA,NA,0.05,69,156,225,205
"767","RD035",2016-05-24,"2016",1899-12-31 13:40:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.83,NA,NA,0.17,76,284,360,442
"768","RD035",2016-06-21,"2016",1899-12-31 12:20:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,NA,NA,0.08,68,156,224,152
"769","RD035",2016-07-08,"2016",1899-12-31 10:20:00,-19.49,-42.49,0.1,NA,0.0362,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.1301,NA,2.3,0.293,NA,0.004,NA,1.718,5.21,NA,60.98,NA,NA,0.05,56,102,158,184
"770","RD035",2016-08-16,"2016",1899-12-31 12:30:00,-19.49,-42.49,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3,NA,NA,0.13,67,79,146,196
"771","RD035",2016-09-30,"2016",1899-12-31 13:10:00,-19.49,-42.49,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1952,NA,NA,0.247,NA,0.00529,NA,NA,NA,NA,102,NA,NA,0.28,90,108,198,263
"772","RD035",2016-10-21,"2016",1899-12-31 12:40:00,-19.49,-42.49,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.091061645,NA,NA,0.2345986555,NA,0.004,NA,NA,NA,NA,83.8,NA,NA,0.08,86,130,216,134
"773","RD035",2016-11-08,"2016",1899-12-31 12:40:00,-19.49,-42.49,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1444,NA,NA,0.162,NA,0.004,NA,NA,NA,NA,88,NA,NA,0.11,116,80,196,331
"774","RD035",2016-12-06,"2016",1899-12-31 12:30:00,-19.49,-42.49,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.265,NA,NA,0.695,NA,0.004,NA,NA,NA,NA,54.1,NA,NA,0.09,162,530,692,726
"775","RD044",2012-01-26,"2012",1899-12-31 12:20:00,-18.88,-41.95,0.1,NA,0.0382,2.9,0.005,0.004,NA,NA,0.04,NA,NA,0.303,NA,2.1,0.1579,NA,0.004,NA,1.266,3.497,NA,48.4,NA,NA,0.15,46,61,107,72.4
"776","RD044",2012-04-12,"2012",1899-12-31 11:35:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,0.08,56,69,125,48.1
"777","RD044",2012-07-12,"2012",1899-12-31 11:25:00,-18.88,-41.95,0.1,NA,0.0222,4.6,0.005,0.004,NA,NA,0.04,NA,NA,0.1649,NA,0.9,0.0263,NA,0.004,NA,1.66,8.59,NA,59.5,NA,NA,0.03,47,9,56,10.7
"778","RD044",2012-10-10,"2012",1899-12-31 12:30:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2,NA,NA,0.04,45,7,52,8.09
"779","RD044",2013-01-23,"2013",1899-12-31 13:15:00,-18.88,-41.95,0.112,NA,0.092,6.7,0.005,0.004,NA,NA,0.04,NA,NA,0.1402,NA,1,0.16,NA,0.00849,NA,2.076,3.46,NA,49.7,NA,NA,0.11,163,50,213,217
"780","RD044",2013-04-18,"2013",1899-12-31 13:50:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,0.05,60,22,82,76.4
"781","RD044",2013-05-20,"2013",1899-12-31 07:30:00,-18.88,-41.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","RD044",2013-06-20,"2013",1899-12-31 07:30:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.04,76,13,89,13
"783","RD044",2013-07-18,"2013",1899-12-31 13:50:00,-18.88,-41.95,0.1,NA,0.024,3.7,0.005,0.004,NA,NA,0.04,NA,NA,0.1283,NA,2.4,0.0203,NA,0.004,NA,1.871,8.3,NA,80,NA,NA,0.02,47,9,56,13.9
"784","RD044",2013-08-28,"2013",1899-12-31 12:30:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,NA,NA,0.02,36,18,54,6.68
"785","RD044",2013-09-18,"2013",1899-12-31 14:00:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6,NA,NA,0.02,42,2,44,6.02
"786","RD044",2013-10-10,"2013",1899-12-31 14:00:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,NA,NA,0.03,58,23,81,31.2
"787","RD044",2013-11-13,"2013",1899-12-31 14:15:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,NA,NA,0.08,60,2,62,35.1
"788","RD044",2013-12-04,"2013",1899-12-31 14:00:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,NA,NA,0.03,38,33,71,40.9
"789","RD044",2014-01-23,"2014",1899-12-31 13:50:00,-18.88,-41.95,0.1,NA,0.0256,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.1348,NA,1.6,0.0509,NA,0.004,NA,1.777,4.69,NA,44.4,NA,NA,0.03,49,15,64,30.9
"790","RD044",2014-02-26,"2014",1899-12-31 15:20:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,0.02,50,16,66,17.8
"791","RD044",2014-03-26,"2014",1899-12-31 13:50:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,0.04,68,84,152,71.9
"792","RD044",2014-04-10,"2014",1899-12-31 16:10:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,NA,NA,0.04,67,4,71,36.1
"793","RD044",2014-05-21,"2014",1899-12-31 14:10:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,NA,NA,0.02,58,2,60,6.4
"794","RD044",2014-06-11,"2014",1899-12-31 12:40:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3,NA,NA,0.02,65,9,74,5.9
"795","RD044",2014-07-17,"2014",1899-12-31 16:00:00,-18.88,-41.95,0.1,NA,0.0209,4.8,0.005,0.004,NA,NA,0.04,NA,NA,0.1029,NA,1,0.0187,NA,0.004,NA,1.822,8.29,NA,90.2,NA,NA,0.03,55,2,57,4.39
"796","RD044",2014-08-27,"2014",1899-12-31 14:20:00,-18.88,-41.95,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,NA,NA,0.02,53,2,55,3.31
